title,text,subject,date,label
China says it wants smooth military ties with Trump,"BEIJING (Reuters) - China said on Wednesday it wanted to develop smooth military-to-military ties with the new U.S. administration of Donald Trump. While the worlds two largest economies are frequently at odds over issues like the disputed South China Sea, both have been trying to improve trust between their armed forces to reduce the risk of misunderstanding in any encounters. This month, China and the United States staged a three-day humanitarian relief military drill as part of that trust-building exercise. New concern looms with Trumps election as U.S. president. He lambasted China on the campaign trail and has suggested Japan and South Korea be allowed to develop nuclear weapons. Asked about Trumps election, Chinese Defence Ministry spokesman Yang Yujun said it went without saying there were tensions in the military relationship and China hoped the United States would respect its core interests and concerns. China is willing to work hard together with the defense department of the next U.S. government to promote the healthy and stable development of military-to-military relations, Yang told a monthly news briefing. Trump will take over as president in January.  ",politicsNews,"November 30, 2016 ",1
Judge lets Wisconsin officials decide how to perform presidential vote recount,"MILWAUKEE (Reuters) - Local officials in Wisconsin will decide for themselves how to carry out a presidential election recount after a state judge on Tuesday rejected a lawsuit by former Green Party candidate Jill Stein to have the ballots counted by hand.  A recount of Wisconsins three million votes is set to begin on Thursday after Steins campaign requested the audit and paid the states $3.5-million filing fee, state election officials say.   Dane County Circuit Judge Valerie Bailey-Rihn ruled that Wisconsins 72 county clerks will not be required to count ballots by hand as Stein requested in a lawsuit filed on Monday, Attorney General Brad Schimel said in a statement.   Bailey-Rihn said Steins lawsuit, backed by the campaign of Democratic presidential candidate Hillary Clinton, fell short of  Wisconsins legal standard to ban use of ballot machines in a recount and failed to show enough evidence of fraud or other issues, the Milwaukee Journal Sentinel said.  I follow the law. Thats who I am, despite my personal opinions, said Bailey-Rihn, the Journal reported. Its (the counties) decision. Its their discretion. I may disagree with it  but I must follow the law. The ruling will not deter Steins efforts, a lawyer for her campaign recount effort said, referring to the hand counting of ballots as the gold standard. We are calling onall counties to respect the will of Americans across the country and across the political spectrum, and follow the recommendation of the judge, and conduct a hand recount to ensure the accuracy, security, and integrity of this election, Matthew Brinckerhoff said in a statement.   Stein has also sought a recount in Pennsylvania on Monday, just hours before the states deadline, and her campaign said she would file a similar request in Michigan by its deadline on Wednesday. Election integrity experts have independently identified Michigan, Pennsylvania and Wisconsin as states where statistical anomalies raised concerns, her campaign said on its website, seeking donations to pay for recount filing fees.  Donald Trumps stunning victory in the presidential contest has unleashed talk of recounts, with the Republican president-elect contributing a surprise twist. On Sunday, Trump tweeted that serious voter fraud occurred in California, New Hampshire, and Virginia, states that Clinton won. All three states rejected Trumps claim, and the White House on Monday said there had been no evidence of widespread election fraud in the presidential contest. (This version of the story corrects the number of votes in paragraph 2) ",politicsNews,"November 30, 2016 ",1
"Trump picks loyalists for economic posts, Obamacare critic for cabinet","NEW YORK (Reuters) - U.S. President-elect Donald Trump chose a former Goldman Sachs banker and a billionaire investor on Tuesday to steer economic policy in his administration and a fierce Obamacare critic to dismantle President Barack Obamas signature healthcare program.  Republican Trump is expected to name Steven Mnuchin, a former Goldman Sachs partner and Hollywood financier, as his nominee for Treasury secretary, a source said, putting a Wall Street veteran in the top U.S. economic Cabinet post. Mnuchin, who spent 17 years at Goldman Sachs before leaving in 2002 to launch a hedge fund, served as Trumps campaign finance chairman. Billionaire investor Wilbur Ross, known for his investments in distressed industries, is expected to be named commerce secretary, a source said. The announcements could come as early as Wednesday. The flurry of picks showed Trump, a real estate tycoon with no governing experience, rewarding loyalists and established Washington veterans as he rounds out his circle of top advisers. Republican U.S. Representative Tom Price, an orthopedic surgeon from Georgia, will be Trumps health and human services   secretary. Seema Verma, the founder of a health policy consulting company, will lead the Centers for Medicare and Medicaid Services, which is part of Health and Human Services and oversees government health programs for the poor and the elderly and insurance standards. Trump also announced his choice of Elaine Chao, labor secretary under President George W. Bush, to serve as secretary of transportation, saying in a statement that her expertise would be an asset in our mission to rebuild our infrastructure. While Trump made decisions on his economic team, he continued to mull over who should serve as his top diplomat. He dined with former Republican presidential candidate Mitt Romney, a one-time critic and the 2012 Republican presidential nominee, at a French restaurant in New York on Tuesday night. Romney sharply criticized Trump during the presidential campaign but he offered praise after their dinner. He continues with a message of inclusion, of bringing people together, Romney told reporters. He said Trumps Cabinet choices so far and speech on Election Night were encouraging.     Trump cast Price and Verma as a dream team to help him once he takes office on Jan. 20 with his campaign pledge to repeal Obamacare, the health law formally known as the Affordable Care Act. It has been a target of Republican attacks since its enactment in 2010. Price has characterized Obamacare as doing real harm to American families and has co-sponsored legislation to replace it. Verma helped Pence, the Indiana governor, add conservative pieces to Medicaid coverage for the states poor by requiring beneficiaries to make contributions to health savings accounts. She also worked on Medicaid programs in Iowa, Ohio, Kentucky and Tennessee. Chuck Schumer, the incoming Senate Democratic leader, was among the defenders of Obamacare who criticized Prices selection. Nominating Congressman Price to be the HHS secretary is akin to asking the fox to guard the hen house, Schumer said.  The 2010 healthcare overhaul, aimed at expanding insurance coverage to millions more Americans, triggered a long, bitter fight between the White House and congressional Republicans, who said it created unwarranted government intervention in personal healthcare and private industry. Trump has said he will replace Obamacare with a plan to give states more control over Medicaid and allow insurers to sell plans nationally. Price and Verma will both need Senate confirmation. Congressional approval will be needed to repeal and change the health law. White House spokesman Josh Earnest defended Obamacare on Tuesday, saying it had expanded coverage to millions of Americans, boosted consumer protections and shored up the finances of the Medicare program for the elderly. Well see if Trump care measures up, he said. Trump said after meeting Obama following his Nov. 8 election victory that he would consider keeping the provisions of the healthcare law that let parents keep adult children up to age 26 on their insurance policies and that bar insurers from denying coverage to people with pre-existing medical conditions. Price, an early Trump supporter in the U.S. House of Representatives who leads the budget committee, has proposed a plan that would create age-based tax credits for people who buy insurance coverage on their own. House Majority Leader Kevin McCarthy said on Tuesday the eventual congressional plan to replace Obamacare would likely have much in common with Prices ideas. Prices plan would also roll back the 2010 laws expansion of Medicaid for low-income people, a change that helped Obamacare cut the number of uninsured Americans to 29 million in 2015 from 49 million in 2010.  Trump vowed on the campaign trail to save Medicare, but Democrats said Prices plans could amount to privatizing the government program for the elderly. Price has endorsed converting Medicare from a program that covers set benefits to a voucher-style program to help people buy coverage. We say to Republicans who want to privatize Medicare: Go try it. Make our day, Schumer said on Tuesday, saying the change would be unpopular with the public. Democrats also criticized the pick because Price has supported barring federal funds for Planned Parenthood, which provides some abortions in addition to birth control, health exams and other services. Trump has met about 70 people as he looks to shape his White House and Cabinet team. Chao, his pick for transportation secretary, was the first Asian-American woman to hold a Cabinet position, as labor secretary. She is married to Republican Senate Majority Leader Mitch McConnell. Trump saw retired General David Petraeus, a potential candidate for the State Department or the Pentagon, on Monday. On Tuesday, he met Senator Bob Corker of Tennessee, chairman of the Senate Foreign Relations Committee. Corker and former New York Mayor Rudy Giuliani, as well as Romney, are in the running for secretary of state. Trump is set to launch a thank you tour of states he won in the election, starting with a rally on Thursday in Cincinnati, aides said. ",politicsNews,"November 28, 2016 ",1
CIA's Brennan says tearing up Iran deal would be 'folly',"LONDON (Reuters) - Outgoing CIA Director John Brennan has said it would be the height of folly for U.S. President-elect Donald Trump to tear up Washingtons deal with Tehran because it would make it more likely that Iran and others would acquire nuclear weapons. It could lead to a weapons program inside of Iran that could lead other states in the region to embark on their own programs, Brennan said in an interview with the BBC aired on Wednesday.  So I think it would be the height of folly if the next administration were to tear up that agreement. Brennan also said that in dealing with the Syrian crisis, Trump should be cautious in trying to work with Russia. I hope there is going to be an improvement in relations between Washington and Moscow, he said. President-elect Trump and the new administration need to be wary of Russian promises. Russian promises in my mind have not given us what it is that they have pledged. ",politicsNews,"November 30, 2016 ",1
Federal judges order North Carolina to redraw legislative districts,"WINSTON-SALEM, N.C. (Reuters) - A U.S. federal court on Tuesday set a March 15 deadline for North Carolina state lawmakers to redraw legislative districts found to be racially gerrymandered, and ordered a new round of elections by next November for the 28 seats at stake. In August, the same special three-judge panel ruled that nine state Senate districts and 19 state House districts, as carved out in a plan adopted by the Republican-controlled legislature in 2011, were unconstitutional. The panel had told North Carolinas legislature to start revamping its political maps immediately, but left the existing boundaries intact for the Nov. 8 state elections, because of time constraints. While special elections have costs, those costs pale in comparison to the injury caused by allowing citizens to continue to be represented by legislators elected pursuant to a racial gerrymander, the panel wrote in its seven-page order on Tuesday. North Carolina has already appealed the August ruling to the U.S. Supreme Court, which has yet to act. Republicans also vowed to appeal Tuesdays ruling, handed down by two U.S. district judges and one circuit judge. The ruling is a politically motivated abuse of judicial authority, said state Senator Bob Rucho and Representative David Lewis, the Republican chairmen of the House and Senate redistricting committees. If upheld, the court order is a gross overreach that blatantly disregards the constitutional guarantee for voters to duly elect their legislators to biennial terms, they said. Last year, the Southern Coalition for Social Justice challenged North Carolinas latest political maps, saying  legislative district lines were drawn in 2011 so as to dilute the states black vote and give Republicans an advantage. The three-judge panel that heard the case agreed, and Tuesdays order, essentially an extension of its August opinion, was hailed by the North Carolina Democratic Party. A separate three-judge U.S. court panel ruled in a similar case a week ago that state assembly districts in Wisconsin, as redrawn by its Republican-led legislature, were unconstitutionally gerrymandered. Tuesdays North Carolina ruling sets a deadline of March 15 for newly elected legislators to approve a redistricting plan that passes constitutional muster. It also requires the state to hold special primary and general elections in the late summer and fall of 2017 to fill those 28 House and Senate seats. Moreover, state lawmakers elected to any of the disputed General Assembly seats in 2016 will serve for just one year, instead of the normal two, the court ruled, a limit set for those elected next fall as well. ",politicsNews,"November 30, 2016 ",1
Trump expected to name former Goldman banker Mnuchin for Treasury: source,"WASHINGTON (Reuters) - President-elect Donald Trump is expected to name former Goldman Sachs partner and Hollywood financier Steven Mnuchin as his nominee for Treasury secretary, a source said on Tuesday, putting a Wall Street veteran in the top U.S. economic Cabinet post. Mnuchin, who was Trumps presidential campaign finance chairman, could be named as early as Wednesday, said a Republican source close to the decision. Mnuchin was chosen over several high-profile candidates, including JPMorgan Chase Chairman Jamie Dimon and Republican U.S. Representative Jeb Hensarling, chairman of the powerful House Financial Services Committee.  Mnuchin is the first person with extensive Wall Street experience to head the Treasury since his former boss, Henry Paulson, the former Goldman Sachs chief executive who served under President George W. Bush and steered Treasury through the chaotic initial stages of the 2008-2009 financial crisis. The current Treasury secretary, Jack Lew, worked for two years at Citigroup but has spent most of his career in government or academia. The selection of Mnuchin was first reported by The New York Times. A relatively little-known but successful private equity investor and hedge fund manager, Mnuchin spent 17 years at Goldman Sachs before leaving in 2002, when he launched Dune Capital Management. With Dune, Mnuchin has invested in movies produced by Rupert Murdochs 20th Century Fox and Time Warner Incs Warner Bros, including blockbusters Avatar, Mad Max: Fury Road and Suicide Squad. The son of a Goldman Sachs partner who became an art dealer, Mnuchin worked hard to step outside his fathers shadow and make a name for himself, former colleagues said, rising to become the firms chief information officer in 1999. He wanted to prove that he was there on the merits, said a former Goldman colleague, who spoke on condition of anonymity. Mnuchins experience running Goldmans mortgage-backed bond trading desk would later prove valuable when an opportunity arose in 2009 to buy the deeply discounted assets of failed California mortgage lender IndyMac Bank from the Federal Deposit Insurance Corporation during the financial crisis.  He assembled an investor group that included hedge fund  manager John Paulson to buy the assets for $1.55 billion, and moved to Los Angeles.  After rebranding the operation OneWest Bank, Mnuchin built it with other assets and professional sports team sponsorships into Southern Californias largest bank, with 73 branches and $23 billion in assets. His group sold OneWest to CIT Group Inc last year for $3.4 billion. The bank came under fire for its foreclosure practices as housing advocacy groups accused it of being too quick to foreclose on struggling homeowners. In 2011, dozens of demonstrators descended on Mnuchins $26.5 million home in the wealthy Bel Air neighborhood to protest OneWests eviction tactics, according to the Los Angeles Times. This month, two housing groups filed a complaint asking the U.S. Department of Housing and Urban Development to investigate complaints that OneWest engaged in discriminatory redlining practices against black and Latino communities. Mnuchin must be confirmed by the Senate and the top Democrat on the chambers Finance Committee signaled he may be in for tough questioning. Given Mr. Mnuchins history of profiting off the victims of predatory lending, I look forward to asking him how his Treasury Department would work for Americans who are still waiting for the economic recovery to show up in their communities, Democratic Senator Ron Wyden said in a statement.  Although Mnuchin has a reputation for being a behind-the-scenes player in Hollywood, he appears on screen in the 2016 film Rules Dont Apply, according to the IMDB movie database. The drama, which opened in theaters on Nov. 23, stars Warren Beatty, who also wrote and directed the film. ",politicsNews,"November 29, 2016 ",1
Health industry breathes easier as post-Obamacare path stabilizes,"NEW YORK (Reuters) - Hospitals and health insurers are gaining confidence that their nightmare scenario - millions of Americans instantly losing health insurance once President-elect Donald Trump delivers on a promise to repeal and replace Obamacare - is looking more like a bad dream than becoming reality. The early view from the healthcare sector still includes an end eventually to President Obamas signature health program. But Trumps picks to head the U.S. health department and its top regulator on Tuesday, along with his recent softening on some aspects of the existing law, is a sign to some sector insiders that instead of chaos, an orderly transition of up to three years to replace it with a plan that healthcare companies actually want could be in store. Trump tapped Republican Representative Tom Price, an orthopedic surgeon who drafted legislation years ago to replace the Affordable Care Act (ACA), as head of the U.S. Department of Health and Human Services. Consultant Seema Verma, who helped Vice President-elect Mike Pence create a Medicaid expansion plan in Indiana, is his choice to lead the Centers for Medicare and Medicaid Services. Both must be confirmed by the U.S. Senate.  Democrats bemoan the choices, saying they will gut the 2010 law that gave insurance to about 20 million people through the creation of new individual health insurance and the expansion of Medicaid for the poor. But some healthcare companies, including insurers, doctors groups and hospitals, said they were encouraged by the appointments of experienced healthcare insiders. From our standpoint, we want to make sure that as many people as possible maintain (insurance) coverage, said Dr. Mario Molina, CEO of Molina Healthcare, which provides Medicaid and Obamacare individual insurance plans. I think the pieces of the healthcare puzzle are kind of coming together for us now. That picture looks increasingly like lawmakers will bring Trump a repeal bill in January that lays out at least a two-year timeline for changing the law. House Majority Leader Kevin McCarthy said Tuesday that the House would start working on repealing and replacing Obamacare right away, but with a transition period to allow changes to be phased in over time. That period could be up to three years, warned Senate Finance committee Chairman Orrin Hatch, in order to work through the problems.  Kathleen Harrington, chair of Policy of Government Relations for the Mayo Clinic, said so far she likes what she hears from Republicans on changes to health insurance.   We are very encouraged with the approach were hearing so far from President-elect Trump in terms of having a focused review and removing certain parts of it, she said. The key for Republicans is shifting the bulk of the oversight of individual insurance and the Medicaid program to the states, and changing the way both are funded.  Insurers, who currently submit individual plans to both the state and the federal government, say this will allow them to sell more flexible health plans. For hospitals, the Verma appointment and Pences Medicaid expansion in Indiana are signs that one of their major sources of government reimbursement for medical services could continue to grow. To be sure, it remains unclear what the overall impact will be on Medicaid and Medicare going forward. Both insurers and hospitals are watching for any negative impact from any changes, and anticipated cuts in funding. Investors have already been playing the winners and losers of reforming health insurance. The Nasdaq Biotechnology index has gained 7 percent since Trump was elected as the possibility of Hillary Clinton enacting new legislation on drug pricing disappeared. On the other hand, shares of hospital chains have sold off sharply, including a 26 percent decline for Tenet Healthcare, on the fears that millions of newly uninsured patients will need care but not be able to pay their bills if and when the ACA is repealed. Pence, who is expected to take a large role in shaping the administrations healthcare policy, backed a plan in Indiana developed by Verma in which beneficiaries contribute to the cost of their healthcare. Its pretty clear that she is on the side of expanding Medicaid, but putting some conditions on it, said Joseph Antos, a health policy expert at the conservative American Enterprise Institute. Antos expects the replacement plan to also include individual insurance that has a form of Federal subsidies, as envisioned in House Speaker Paul Ryans proposed plan to replace Obamacare. AgileHealthInsurance.com, which sells short-term health insurance plans that are allowed to exclude benefits guaranteed under the ACA, expects the law to allow more choice so that insurers can design cheaper plans to hit a certain price point of $100 per month or $200 per month, as they did before the ACA, according to executive director Sam Gibbs.  Prices of Obamacare insurance rose about 25 percent for 2017 and large insurers including UnitedHealth Group have abandoned plans for next year, saying that they are losing too much money on sick customers. Under Price and Verma, it could be the states once again making most of the decisions about mandatory benefits with the Federal government providing only a broad framework, Gibbs suggested.  At benefits company Stride Health, which sells and manages healthcare benefits to gig workers like Uber drivers, CEO Noah Lang said that he would want to be sure that the replacement plan has tax credits available to people as they need them, rather than at the end of the year only. Blair Childs, senior vice president at hospital purchasing group Premier, said members of Congress are already asking healthcare companies for input on a roadmap for the ACA replacement.  The offices weve talked to are saying Dont talk to me about what you dont want, talk to me about what you do want. How do we solve this? Childs said. The Ryan plan, known as A Better Way, envisions block grant funding for Medicaid, the creation of vouchers for Medicare coverage, and the elimination of the advance paid premium subsidies for individual insurance. It is seen as the foundation of the eventual plan. Some Republican lawmakers hope that this new health reform law will get Democratic support and pass the 60-vote threshold in the Senate. Price, who has presented his own replacement plan, is now turning to a job of managing a massive agency that oversees the U.S. Food and Drug Administration, Medicare, Medicaid, the Childrens Health Insurance Program and other programs, and will be tasked with implementing what Congress ultimately sends him, Childs said. The relevant thing is the Ryan plan and what elements of that can be put into law, Childs said. ",politicsNews,"November 30, 2016 ",1
Trump flag-burning tweet leads activists to burn some flags in New York,"NEW YORK (Reuters) - A small group of hard-left activists burned foot-long U.S. flags outside the Trump International Hotel in New York on Tuesday, in an angry response to a tweet by President-elect Donald Trump that flag-burners should face legal consequences. Social media was itself ablaze on Tuesday in response to Trumps tweet, which suggested that burning the U.S. flag should be punishable by a year in jail or a revocation of citizenship. Trumps provocative tweets on flag-burning and other topics, including efforts to recount the Nov. 8 presidential vote, came as the Republican worked to fill his Cabinet in advance of his inauguration in January. The U.S. Supreme Court ruled in 1989 that flag-burning was not a crime but rather a form of protest protected by the First Amendment of the Constitution. The high court has also ruled more than once that citizenship cannot be revoked. U.S. media outlets, including the New York Times, published articles detailing the court rulings, and some Republicans as well as Democrats took to social media to say Trump was in effect threatening to punish dissent despite constitutional protections. Trump supporters also took to social media, pointing out that many politicians, including Trumps Democratic presidential rival, Hillary Clinton, had proposed making flag-burning illegal. Clinton, while a U.S. senator, co-sponsored a 2005 bill that would have made it a crime to incite violence by burning a flag, threaten another person with a burning flag or destroy or damage a flag belonging to someone else. The measure failed. Tuesdays protest in New York involved seven members of the Revolutionary Communist Party, a group that is not affiliated with the Communist Party of the United States, and whose members participated in flag-burning at the Republican National Convention in Cleveland in July. ",politicsNews,"November 30, 2016 ",1
Factbox: Trump fills top jobs for his administration,"(Reuters) - U.S. President-elect Donald Trump is expected to name former Goldman Sachs partner and Hollywood financier Steven Mnuchin as his nominee for Treasury secretary and billionaire investor Wilbur Ross to head the Commerce Department, according to Republican sources. The following is a list of Republican Trumps selections for top jobs in his administration: Mnuchin, 53, is a relatively little-known but successful private equity investor, hedge fund manager and Hollywood financier who spent 17 years at Goldman Sachs (GS.N) before leaving in 2002. He assembled an investor group to buy a failed California mortgage lender in 2009, rebranded it as OneWest Bank and built it into Southern Californias largest bank. The bank came under fire for its foreclosure practices as housing advocacy groups accused it of being too quick to foreclose on struggling homeowners. Ross, 78, heads the private equity firm, W.L. Ross & Co. His net worth was pegged by Forbes at about $2.9 billion. A staunch supporter of Trump and an economic adviser, Ross has helped shape the Trump campaigns views on trade policy, blaming the 1994 North American Free Trade Agreement with Canada and Mexico and the 2001 entry of China into the World Trade Organization for causing massive U.S. factory job losses. Chao, 63, was labor secretary under President George W. Bush for eight years and the first Asian-American woman to hold a Cabinet position. Chao is a director at Ingersoll Rand, News Corp and Vulcan Materials Company. She is married to U.S. Senate Majority Leader Mitch McConnell, a Republican from Kentucky. HEALTH AND HUMAN SERVICES SECRETARY: U.S. REPRESENTATIVE TOM PRICE Price, 62, is an orthopedic surgeon who heads the House of Representatives Budget Committee. A representative from Georgia since 2005, Price has criticized Obamacare and has championed a plan of tax credits, expanded health savings accounts and lawsuit reforms to replace it. He is opposed to abortion. U.S. AMBASSADOR TO THE UNITED NATIONS: GOVERNOR NIKKI HALEY Haley, a 44-year-old Republican, has been governor of South Carolina since 2011 and has little experience in foreign policy or the federal government. The daughter of Indian immigrants, Haley led a successful push last year to remove the Confederate battle flag from the grounds of the South Carolina state capitol after the killing of nine black churchgoers in Charleston by a white gunman. DeVos, 58, is a billionaire Republican donor, a former chair of the Michigan Republican Party and an advocate for the privatization of education. As chair of the American Federation for Children, she has pushed at the state level for vouchers that families can use to send their children to private schools and for the expansion of charter schools. [L1N1DO0KC] Sessions, 69, was the first U.S. senator to endorse Trumps presidential bid and has been a close ally since. The son of a country-store owner, the senator from Alabama and former federal prosecutor has long taken a tough stance on illegal immigration, opposing any path to citizenship for undocumented immigrants.  NATIONAL SECURITY ADVISER: RETIRED LIEUTENANT GENERAL MICHAEL FLYNN Flynn, 57, was an early supporter of Trump and serves as vice chairman on his transition team. He began his U.S. Army career in 1981 and served deployments in Afghanistan and Iraq. Flynn became head of the Defense Intelligence Agency in 2012 under President Barack Obama, but retired a year earlier than expected, according to media reports, and became a fierce critic of Obamas foreign policy. Pompeo, 52, is a third-term congressman from Kansas who serves on the House of Representatives Intelligence Committee, which oversees the CIA, National Security Agency and cyber security. A retired Army officer and Harvard Law School graduate, Pompeo supports the U.S. governments sweeping collection of Americans communications data and wants to scrap the nuclear deal with Iran.     ",politicsNews,"November 29, 2016 ",1
Compromise reached on massive U.S. defense bill,"WASHINGTON (Reuters) - A compromise version of a massive U.S. defense policy bill omits controversial provisions such as a clause Democrats said allowed discrimination against homosexuals and a requirement that women register for the draft. The $618.7 billion National Defense Authorization Act, or NDAA, will likely come up for a vote in the House of Representatives late this week, and the Senate next week, senior committee staff members told reporters at a background briefing on Tuesday. During months of negotiations, Republicans and Democrats on the Senate and House Armed Services committees agreed to eliminate a religious freedom provision Democrats said would have let federal contractors discriminate against workers on the basis of gender or sexual orientation. The amendment, introduced by Republican Representative Steve Russell, would have overridden President Barack Obamas 2014 executive order barring federal contractors from discriminating against lesbian, gay, bisexual and transgender workers. The 2017 NDAA also leaves out a requirement that women register for the military draft. Many Republican lawmakers, uneasy with moves toward allowing women in combat, had objected to that provision. Instead, the NDAA requires a study of the entire selective service system.  The bill also provides a 2.1 percent increase in military pay, the biggest such raise in five years. The bill could run into problems with Democrats. It includes $3.2 billion more in defense spending than Obama requested, which is not matched by a similar increase in non-defense spending. Obama vetoed last years NDAA because of a similar increase for the Pentagon, part of a continuing tug-of-war between Republicans and Democrats over spending policy. The NDAA keeps language restricting transfers from the military prison at the Guantanamo Bay Naval Base that was included in previous bills. Those restrictions were one reason Obama vetoed the 2016 NDAA, but he later signed a version of the legislation that included them. Lawmakers also agreed to slash the White Houses National Security Council to no more than 200 positions, from about 400, after Pentagon complaints the NSC was too involved in decision-making. The NDAA expands a program to provide visas to Afghans who worked for the U.S. military and diplomats as interpreters, allowing a further 1,500 visas. It omits protections for the greater sage grouse. House Republicans do not want the bird to be declared an endangered species, arguing it would put too much land in the western United States off limits for military training. ",politicsNews,"November 30, 2016 ",1
