title,text,subject,date,label
"UK transport police leading investigation of London incident, counter-terrorism police aware","LONDON (Reuters) - British counter-terrorism police were monitoring events after media reports of a blast on a train in Parsons Green station in west London on Friday, but the investigation into the incident is being led by transport police, a security source said. Armed police rushed to an incident at a London underground station on Friday with local media reporting there had been an explosion on a packed rush-hour commuter train. Counter-terrorism officers were on the scene of the incident.  ",worldnews,"September 15, 2017 ",1
Pacific nations crack down on North Korean ships as Fiji probes more than 20 vessels,"WELLINGTON (Reuters) - South Pacific island nations are scouring shipping records for vessels with links to North Korea after Fiji said it had identified 20 falsely flagged ships it suspects the isolated regime is using to evade United Nations sanctions. Fiji, along with Interpol and the Singapore-based regional shipping regulator Tokyo MoU, are investigating the vessels for links to North Korea, a spokesman for the country s Maritime Safety Authority (MSAF) told Reuters on Friday. Interpol and Tokyo MoU did not immediately respond to requests for comment on their investigations. The 18 members of the Pacific Islands Forum this month agreed to launch an audit of every ship registered in the Pacific to search for any links to North Korea. New Zealand Foreign Affairs Minister Gerry Brownlee said Pacific countries, including his own, were concerned North Korea was using falsely flagged cargo ships as one avenue to trade goods in spite of sanctions.  What we do know is that declared North Korean GDP (gross domestic product) is not big enough to support the nuclear program that they re running so there has to be significant black market or offbook revenue going into the country,  Brownlee told Reuters in a phone interview this week. The move came as the UN on Monday ramped up sanctions on North Korea, including tightening up oversight of vessels on the high seas. Authorities will now be allowed to check suspected vessels for prohibited cargo with the authority of the flag country.  UN sanctions introduced in August banned North Korean exports of seafood as part of efforts to curtail the regime s access to foreign funds. North Korea had been expected to earn an estimated $295 million from seafood in 2017, one U.N. diplomat said. In Fiji s case, the North Korean-linked ships had adopted the island nation s flag without formally registering, the MSAF said. It was not known in what way the possibly more-than 20 vessels were linked to North Korea or what their suspected activities or locations were. The MSAF declined to provide details due to the ongoing investigation. In addition to the fraudulent use of flags, Pacific governments were concerned North Korean vessels could be quietly registering in nations that allow international ships to use their flags.     If it s not clear why they re on that register, in other words, they re not regular callers into Pacific ports, then further investigation is needed to untangle the ship owner,  said Brownlee. The review would take place over the next couple of months, Brownlee said, and Australia and New Zealand would provide intelligence to help the small island nations check any North Korean connections. ",worldnews,"September 15, 2017 ",1
Three suspected al Qaeda militants killed in Yemen drone strike,"ADEN, Yemen (Reuters) - Three suspected al Qaeda militants were killed in a drone strike in southern Yemen late on Thursday, a local security official and residents said. The strike in Mudiyah district in Abyan province on the Arabian Sea coast had targeted a motorcycle which the suspected militants were riding, the official said. Abyan is one of several provinces in central and southern Yemen where Al Qaeda in the Arabian Peninsula (AQAP) and its local affiliate Ansar al-Sharia operate. AQAP has taken advantage of a more than two-year civil war between the Iran-aligned Houthi group and President Abd-Rabbu Mansour Hadi s Saudi-backed government to strengthen its position in the impoverished country. The United States has repeatedly attacked AQAP with aircraft and unmanned drones in what U.S. officials say is a campaign to wear down the group s ability to coordinate attacks abroad. The Saudi-led coalition supporting Hadi has also launched thousands of air strikes against the Houthis which control Yemen s capital and much of the country s north. The Houthis have in turn fired rockets towards Saudi cities and villages. They say their attacks are in response to Saudi strikes on Yemeni cities and villages. The coalition spokesman said on Thursday that a Saudi pilot had died a day earlier when his plane crashed in the southern province of Abyan due to  technical failure , the Saudi news agency SPA said. The war has killed more than 10,000 people. ",worldnews,"September 15, 2017 ",1
Chinese academics prod Beijing to consider North Korea contingencies,"BEIJING (Reuters) - Chinese academics are publicly broaching the idea that China and the United States should share plans on how to deal with a  potential conflict on the Korean Peninsula, a sign some say of how North Korea s weapons test may be making Beijing more open to the once taboo subject. Chinese officials have rebuffed top U.S. military brass for years in their efforts to share contingencies for war or regime collapse in Pyongyang, suspicious over Washington s intentions and fearful that such engagement could further alienate North Korea, their once steadfast wartime ally. Jia Qingguo, the dean of the School of International Studies at China s elite Peking University and a respected advisor to Chinese leaders, said in an article this week that with the chances of war increasing daily, it might be time for China to  prepare for the worst .  When war becomes a real possibility, China must be prepared. And, with this in mind, China must be more willing to consider talks with concerned countries on contingency plans,  Jia wrote in an article first published on the online East Asia Forum run out of Australian National University. Given recent developments,  Beijing may have no better choice than to start talking with Washington and Seoul , Jia said. Ties between China and North Korea have deteriorated sharply in recent years, to the point some diplomats and experts fear Beijing may become, like Washington, a target of its neighbor s ire. Jia s comments, at the forefront of what is still a sensitive debate in China, were made before North Korea on Friday fired a missile that flew over Japan s northern Hokkaido far out into the Pacific Ocean.  That test came after the U.N. Security Council s latest round of sanctions on Monday banning North Korea s textile exports and capping fuel supplies in response to Pyongyang s accelerated effort to target the United States with a powerful, nuclear-tipped missile. Xie Tao, associate dean at the School of English and International Studies at Beijing Foreign Studies University, said Chinese academics in years past would typically only express their opinions on whether China should be sharing plans with Washington behind closed doors.  Now you can get all sorts of people from the left and right and they are allowed to make their views public,  Xie told Reuters.  You could interpret that as a signal that the Chinese government is perhaps willing now to consider, if not actually join up to, contingency plans,  Xie said.  My sense is that there must be some in-depth discussion about what could potentially happen if there is a collapse or internal chaos   how Beijing and Washington should respond to this.  During a trip to China in August, Joseph Dunford, Chairman of the U.S. Joint Chiefs of Staff, attended Chinese military drills at China s Northern Theater Command in the city of Shenyang, which covers China s border with North Korea.  Some analysts perceived that as China opening a crack in the door to its own preparations, but neither side are showing their cards to the public. Dunford said in Beijing during that visit that despite Washington s urgings the  conditions aren t set for such a detailed conversation  between the two militaries.  U.S. military officials have privately voiced frustration that previous channels established for direct military communications line are essentially unstaffed on the Chinese side. Dunford said creating a round-the-clock  responsive  communications link that could be used in a crisis was a top priority for military ties.  For a graphic on North Korea's missile and nuclear tests, click: here ",worldnews,"September 15, 2017 ",1
Flames raced along train at west London station: eye witness,"LONDON (Reuters) - Flames engulfed one carriage and raced along a train on a west London route to Parsons Green, forcing passengers to trample others as they rushed for an exit, an eyewitness told Reuters. The man said people were trampled on when they fled the train after hearing a whoosh and seeing flames race towards them. He said he did not hear a bang after police rushed to an incident at the station at Parsons Green.  I just heard a kind of whoosh. I looked up and saw the whole carriage engulfed in flames making its way towards me,  he told Reuters, adding that the train was packed with people. ",worldnews,"September 15, 2017 ",1
London police advise people to avoid area near station incident,"LONDON (Reuters) - British police on Friday advised people to avoid the area near Parsons Green, a west London underground station, after media reports of a blast on a train.  Officers from the Metropolitan Police Service and British Transport Police are in attendance along with the London Fire Brigade and London Ambulance Service,  London s police said in a statement.  We would advise people to avoid the area.   ",worldnews,"September 15, 2017 ",1
London ambulance service sends hazardous area response team to station incident,"LONDON (Reuters) - London s ambulance service said on Friday it had sent its hazardous area response team to an incident at a west London metro station after reports of a blast.  We have sent multiple resources to the scene including single responders in cars, ambulance crews, incident response officers and our hazardous area response team,  the London Ambulance Service said on Twitter.  Our initial priority is to assess the level and nature of injuries.   London s transport authority said it had extended a suspension of the underground line which runs through Parsons Green metro station in west London. ",worldnews,"September 15, 2017 ",1
Witness says injured in stampede at London station: Reuters reporter,"LONDON (Reuters) - A woman at London s Parsons Green underground train station told Reuters on Friday she was injured in a stampede.  Armed police were at the scene, a Reuters photographer said.  A blast on an underground train at Parsons Green left some passengers with facial burns at the station, London s Metro newspaper reported on its website. ",worldnews,"September 15, 2017 ",1
UK says world will stand together against North Korea after missile launch,"LONDON (Reuters) - Britain said on Friday the world would stand together against North Korea after the country fired a missile that flew over Japan into the Pacific Ocean, ratcheting up tensions after Pyongyang s test of a powerful nuclear bomb.  Yet another illegal missile launch by North Korea,  Foreign Secretary Boris Johnson tweeted.  UK and international community will stand together in the face of these provocations.  ",worldnews,"September 15, 2017 ",1
"China urges peaceful, diplomatic resolution to North Korea tensions","BEIJING (Reuters) - China s Foreign Ministry said on Friday that it opposed North Korea s use of ballistic missiles in violation of United Nations Security Council resolutions. The emphasis on curbing North Korea s missile and nuclear capabilities should not come at the expense of pushing for a peaceful and diplomatic resolution, ministry spokeswoman Hua Chunying said after North Korea fired a missile that flew over Japan s northern Hokkaido island far out into the Pacific Ocean. Hua said China had made enormous sacrifices to implement United Nations Security Council resolutions and that its sincerity could not be doubted.  ",worldnews,"September 15, 2017 ",1
