title,text,subject,date,label
Strike called in Bangladesh over power price rise on day pope arrives,"DHAKA (Reuters) - Several small opposition parties in Bangladesh have called for a half-day strike on Thursday against a power tariff increase, which could cause traffic chaos in the congested capital as Pope Francis arrives for a three-day visit. The strike will begin on Thursday morning and end in the early afternoon, after the pope is expected to land in Dhaka following a visit to neighboring Myanmar. Strikes in Bangladesh often involve street protests. The Communist Party of Bangladesh, which is leading the protest against the increase in electricity prices by an average of 5.3 percent from next month, said it had no intention of disrupting the pope s visit but the action was necessary given the  burden  on the people. But police said there would be no problem.  We will be able to control the situation during the strike and there is nothing to worry about,  said police spokeswoman Sahely Ferdous. Dhaka is one of the most densely populated cities in the world, with an average traffic speed of just 7 kph (4.3 mph), slightly faster than an average walking speed, according to the World Bank. Congestion in Dhaka eats up 3.2 million working hours per day, it says. (bit.ly/2zkYr6l) Pope Francis  visit will include a mass and meetings with a group of Rohingya Muslim refugees from Myanmar.  More than 600,000 Rohingya have fled to Bangladesh following violence in Myanmar since late August. [nL8N1NS2HN] ",worldnews,"November 24, 2017 ",1
Regional African body says ready to work closely with Zimbabwe's Mnangagwa,"JOHANNESBURG (Reuters) - The Southern African Development Community (SADC), an intergovernmental organization, said on Friday that it was ready to work closely with Zimbabwe s incoming leader Emmerson Mnangagwa and his government. Mnangagwa is due to be sworn in as Zimbabwean president on Friday following the resignation of Robert Mugabe, who had ruled Zimbabwe since independence in 1980. SADC is a 16-country intergovernmental organization which is currently chaired by South Africa. ",worldnews,"November 24, 2017 ",1
Five Ukrainian servicemen killed in eastern Ukraine: military,"KIEV (Reuters) - Five Ukrainian servicemen were killed when pro-Russian rebels attacked government positions mostly in the Luhansk region on Thursday, the Ukrainian military said. An almost three-year-old peace agreement has failed to stop fighting in eastern Ukraine with each side accusing the other of violating the terms of a ceasefire on a near-daily basis. The Ukrainian military said in a statement they suffered losses during an eight-hour clash near the small village of Krymske, 30 km (20 miles) west of Luhansk. The situation in the Luhansk region had escalated after a conflict between separatist factions controlling the city. ",worldnews,"November 24, 2017 ",1
At least three dead as Indian passenger train derails in northern India,"MUMBAI (Reuters) - A passenger train slipped off the rails in northern India early on Friday, killing at least three people and injuring about 10, the railways ministry said. The train was on its way from Goa in western India to Patna in the east when 13 coaches derailed, the ministry said. It did not provide any reason for the accident, which occurred in the northern state of Uttar Pradesh. Television news agency ANI however quoted the Uttar Pradesh Additional Director General of police as saying that the cause of accident is most probably a fractured railway track  as per local assessment.  A medical train and a relief train had reached the accident spot, the railways said. India has seen a spate of rail accidents over the last 12 months. Earlier in August, there were three separate incidents on the world s fourth-biggest rail network injuring over 165 people and killing several others. The biggest accident so far this year was on Aug. 19 in Uttar Pradesh, which resulted in the death of 23 people and led to the suspension of three senior railways officials. A crash in Uttar Pradesh last November killed 150 people. India s ailing rail network is in the midst of a $130 billion, five-year modernization process.  In addition, the government launched a $15 billion safety overhaul in February after the surge in accidents blamed on defective tracks. But in June, Reuters reported that the overhaul was facing delays as the state steel company could not meet demand for new rails. [nL3N1JO1TU] ",worldnews,"November 24, 2017 ",1
U.S. Navy halts search for three sailors lost in Philippine Sea air crash,"TOKYO (Reuters) - A U.S. Navy said it has called off a search for three sailors missing since a transport plane crashed in the Philippines Sea south of Japan on Wednesday enroute to the USS Ronald Reagan aircraft carrier.  During the course of two days, eight U.S. Navy and Japan Maritime Defence Force ships, three helicopter squadrons and maritime patrol aircraft covered nearly 1,000 square nautical miles,  the U.S. Seventh Fleet said in a press release.  Eight other people on a C-2 Greyhound were rescued shortly after the aircraft crashed and transferred to the Reagan.  The latest Navy accident in the Asia Pacific comes after two deadly incidents in the region involving U.S. warships that have raised questions about training and the pace of Navy operations in the region, prompting a Congressional hearing and the removal of a number of some senior officers. The propeller powered C-2 on Wednesday was conducting a routine flight carrying passengers and cargo from Marine Corps Air Station Iwakuni in Japan to the carrier.  The mainstay transport aircraft for the U.S. carrier fleet has been in operation for more than five decades and is due to be replaced by a long-range version of the tilt-rotor Osprey aircraft. The U.S. Navy said it is investigating the cause of the crash. Japanese Minister of Defence Itsunori Onodera told reporters on Wednesday that the U.S. Navy informed him that the crash may have been a result of engine trouble. ",worldnews,"November 24, 2017 ",1
Mexican ruling party to pick presidential candidate on February 18,"MEXICO CITY (Reuters) - Mexico s ruling Institutional Revolutionary Party (PRI) said on Thursday registration for PRI contenders in the July 2018 presidential election will begin on Dec. 3, and that a national convention would pick the candidate on Feb. 18. In a statement, the PRI said the national convention would be made up of around 19,100 delegates to be chosen during the second week of December. President Enrique Pena Nieto is barred by law from seeking a second six-year term. Ruling Mexico continuously from 1929, the PRI had become a byword for corruption by the time it was voted out in 2000. Pena Nieto returned the party to power in 2012, but a slew of corruption scandals, ongoing gang violence and anemic growth have sapped the PRI s credibility in the past five years. The party faces an uphill struggle to hang on to power, and veteran leftist Andres Manuel Lopez Obrador, twice a runner-up for the presidency, has led most early polling for 2018. The run-up to the election takes place in the midst of fraught discussions between Mexico, the United States and Canada over the future of the North American Free Trade Agreement (NAFTA), which underpins much of the region s commerce. U.S. President Donald Trump has threatened to walk away from the accord if he cannot rework it in favor of the United States. The three nations have pledged to keep talking through March.  ",worldnews,"November 24, 2017 ",1
Pope faces diplomatic dilemma in Myanmar visit,"VATICAN CITY (Reuters) - Pope Francis visits Myanmar next week, a delicate trip for the world s most senior Christian to a majority Buddhist country accused by Washington of the  ethnic cleansing  of Muslim Rohingya people. He will also visit Bangladesh to where more than 600,000 people have fled from what Amnesty International called  crimes against humanity  including murder, rape torture and forcible displacement, allegations the Myanmar military denies. The trip is so delicate that some of the pope s advisors have warned him against even saying the word  Rohingya,  lest he set off a diplomatic incident that could turn the country s military and government against minority Christians. The most tense moments of the Nov. 26-Dec. 2 trip are likely to be private meetings with army head Senior General Min Aung Hlaing and, separately, civilian leader Aung San Suu Kyi. Myanmar does not recognize Rohingya as citizens nor as a group with its own identity, posing a dilemma for Francis as he visits a country of 51 million people where only around 700,000 are Roman Catholics.  He risks either compromising his moral authority or putting in danger the Christians of that country,  said Father Thomas Reese, a prominent American author and analyst at Religion News Service.  I have great admiration for the pope and his abilities, but someone should have talked him out of making this trip,  he wrote. Vatican sources say some in the Holy See believe the trip was decided too hastily after full diplomatic ties were established in May during a visit by Suu Kyi, whose global esteem as a Nobel Peace Prize laureate has been tarnished by expressing doubts about the rights abuse allegations and failing to condemn the military.  Pope Francis needs to be firm on all fronts. While the violence cannot stop without the cooperation of security forces, Suu Kyi should not be given a free pass either,  said Lynn Kuok, a fellow of the Brookings Institution s Center for East Asia Policy Studies. In a late addition to his itinerary, Francis will meet Rohingya refugees on the second leg of his trip in the Bangladesi capital Dhaka. His meeting with General Min Aung Hlaing was also a late addition following negotiations with the military by Myanmar s senior churchman, Cardinal Charles Bo.  In a video message sent to Myanmar last week, Francis said he wanted the trip to lead to  reconciliation, forgiveness and peace , to further the Gospel values of  dignity for every man and woman  and encourage harmony and cooperation. The pope has already used the word Rohingya in two appeals from the Vatican this year. Asked if he would say it in Myanmar, Vatican spokesman Greg Burke said Francis was taking the advice he had been given seriously, but added:  We will find out together during the trip ... it is not a forbidden word . Senior Vatican sources said the pope will be mindful of not doing anything that could imperil Myanmar s transition to democracy.    The Pope is one of the most respected moral voices in the world today, and for that reason his visit will be significant,  said Richard Horsey, a Yangon-based analyst and former senior United Nations official in Myanmar.  But he will be conscious of the fact that popular opinion in Myanmar is firmly behind the government and against the Rohingya, and that the intervention of a Christian leader on this religiously-charged issue could inflame sentiments rather than encourage positive movement,  Horsey said. U.S. Secretary of State Rex Tillerson on Wednesday called the operation against the Rohingya  ethnic cleansing  and threatened targeted sanctions for  horrendous atrocities.  Amnesty International said the Rohingya and Muslims generally in Rakhine State had been subjected to  systemic social and political exclusion  for decades and accused the military of  crimes against humanity  in the last two years including murder, rape torture and forcible displacement. Myanmar s government has denied most of the claims, and the army has said its own probe found no evidence of wrongdoing by troops who say their actions were in response to militant attacks on 30 police posts and an army base.  The Vatican has little by way of carrots and sticks that can help,  said Kuok, the Brookings fellow.  That said, the pope s visit can help to raise awareness about the Rohingya community, which may then lead to indirect pressure on governments to do more about the situation there.    ",worldnews,"November 23, 2017 ",1
Men found at northern Japan marina say they are from North Korea: police,"TOKYO (Reuters) - Police in northern Japan have found eight men near a boat at a seaside marina who said they were from North Korea, and appear to be fishermen whose vessel ran into trouble, rather than defectors, a police official said on Friday. The incident comes at a time of rising tension over North Korea s nuclear arms and missile programs after President Donald Trump redesignated the isolated nation a state sponsor of terrorism, allowing the United States to levy further sanctions. Japanese police took the men into custody after a resident of Yurihonjo, a city in the prefecture of Akita, told police of the presence of individuals of unknown nationality, the official, Yoshinobu Ito, told Reuters. The men, who said they were North Koreans, appear to be fishermen whose wooden boat, found nearby, had trouble and went adrift, Ito said. Police and authorities were now dealing with the matter, he added. Chief Cabinet Secretary Yoshihide Suga, asked if the possibility the men were spies had been ruled out, told a news conference authorities were handling the matter carefully. Japan is studying plans to cope with a possible influx of tens of thousands of North Korean evacuees should a military or other crisis break out on the peninsula, as well as how to weed out spies and terrorists among them, a domestic newspaper said. Last week, the Japan Coast Guard rescued three North Korean men on a capsized boat in the Sea of Japan, off central Japan. The men said they were fishermen and were later sent home aboard a North Korean vessel. Twelve more crew went missing. Last week a North Korean soldier dramatically defected to the South after being shot and wounded by his country s military as he made his getaway across the border in the heavily guarded Demilitarized Zone between the two countries. ",worldnews,"November 24, 2017 ",1
U.N. rights team to visit Mexico after journalist murders,"MEXICO CITY (Reuters) - The United Nations said on Thursday a group of experts on freedom of expression will visit Mexico at the end of November to assess the safety of journalists in the country, one of the most dangerous in the world for reporters. David Kaye, U.N. Special Rapporteur on freedom of expression, and Edison Lanza, who holds the same position at the Inter-American Commission on Human Rights, will visit from Nov. 27 to Dec. 4 after an invitation by the government.  This visit is about the crisis the press is going through in Mexico, the exponential increase in violence,  said Leopoldo Maldonado, the protection and defense program officer in Mexico at Article 19, a freedom of expression advocacy group. The visit comes as Mexico s journalists live through one of the worst waves of violence in recent history, with at least 11 reporters murdered in 2017, the same number killed in 2016. Over the past 17 years, 111 journalists have been killed in Mexico, more than one third of them under the administration of President Enrique Pena Nieto. Reporters are also having to contend with other forms of intimidation. In June, activists, human-rights lawyers and journalists filed a criminal complaint after experts found that their smartphones had been infected with advanced spying software sold only to the government. The Mexican government said at the time that there was no proof it was responsible for the spying and that it condemned any attempt to violate the privacy of any person. The rights experts will travel to Mexico City and the states of Guerrero, Veracruz, Tamaulipas and Sinaloa to meet legislative, executive and judicial authorities plus journalists and representatives of civil society, the U.N. said. Reporters Without Borders ranks Mexico at 147 out of 180 countries in its World Press Freedom Index, below Venezuela, South Sudan and Bangladesh, and one place above Russia.{rsf.org/en/ranking#} ",worldnews,"November 24, 2017 ",1
Syria opposition meeting in Riyadh sees no role for Assad in transition,"RIYADH/AMMAN (Reuters) - Syria s main opposition stuck by its demand on Thursday that President Bashar al-Assad play no role in an interim period under any U.N.-sponsored peace deal, despite speculation it could soften its stance because of Assad s battlefield strength. A gathering in Saudi Arabia of more than 140 participants from a broad spectrum of Syria s mainstream opposition also blasted Iran s military presence in Syria and called on Shi ite militias backed by Tehran to leave the country.  The participants stressed that this (the transition) cannot happen without the departure of Bashar al Assad and his clique at the start of the interim period,  opposition groups said in a communique at the end of the meeting. Iran-backed militias sowed  terrorism and sectarian strife  between Sunni and Shi ite Muslims, the communique said. The opposition groups met to seek a unified position ahead of U.N.-backed peace talks after two years of Russian military intervention that has helped Assad s government recapture all of Syria s main cities.   The Syrian opposition has sent a message that it is ready to enter serious direct talks over a political transition in Syria and has a unified position and a vision for the future of Syria,  Ahmad Ramadan, opposition spokesman, told Reuters. The participants elected 50 members to a High Negotiations Committee and will finalize on Friday the delegation for the next round of U.N.-sponsored talks.  We agreed with the group of components present here in Riyadh and the Cairo and Moscow platforms on the formation of one delegation to participate in direct negotiations in Geneva in a few days,  spokeswoman Basma Qadmani said. U.N. peace talks mediator Staffan de Mistura, preparing for a new round of Geneva talks, will visit Moscow on Friday, where he is expected to discuss the situation in Syria. There had been speculation that the opposition, at the meeting, could soften its demands that Kremlin ally Assad leave power before any transition. Riyad Hijab, an opposition hardliner who led the High Negotiations Committee that represented the opposition at previous rounds of negotiations, abruptly quit this week. For many years, Western and Arab countries backed the opposition demand that Assad leave office. However, since Russia joined the war on behalf of Assad s government it has become increasingly clear that Assad s opponents have no path to victory on the battlefield. Russian President Vladimir Putin has called for a congress of the Syrian government and opposition to draw up a framework for the future structure of the Syrian state, adopt a new constitution and hold elections under UN supervision.  But he has also said that any political settlement in Syria would be finalised within the Geneva peace talks process overseen by the United Nations.  The opposition has long been suspicious of the parallel diplomatic track pushed by Russia, which before the proposed Sochi congress included talks in Kazakhstan, and has insisted that political dialogue should only take place in Geneva.  The opposition communique said the participants supported a U.N. based process that would allow Syria to undergo  a radical political transition  from an  authoritarian system  to a democracy where free elections would be upheld. Negotiations should be direct and without preconditions based on past U.N. Security Council resolutions, it said. The opposition backed the restructuring of the army and security organs and preservation of state institutions, but called for the trial of those responsible for war crimes. The meeting, which included independents and Free Syrian Army military factions, also blamed the Syrian government for the lack of progress in Geneva-based talks held in the past.  The political process has not achieved its goal because of the regime s violations,  the communique said, citing the bombing of civilian areas, the siege of rebel held areas and the detention of tens of thousands of dissidents.  Syria s civil war, now in its seventh year, has killed hundreds of thousands of people and created the world s worst refugee crisis, driving more than 11 million people from their homes. ",worldnews,"November 23, 2017 ",1
