title,text,subject,date,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,label
THE STATE OF OUR NATION Is Perfectly Illustrated In These 12 Hysterical Halloween Memes,The 12 funniest halloween memes in no particular order (although #12 is our personal favorite).#1#2#3#4#5#6#7#8#9#10#11#12,politics,"Oct 31, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"MEDIA LIE EXPOSED: Hundreds Of Students Rally In Support Of Fired SC School Cop: Fight Back Against Cop-Hating, Race Baiting Media[VIDEO]","We shared our  Game Changer  story with you earlier this week, after a new video emerged allowing a more clear picture of the student physically attacking the school cop assigned to removing her from class.Now in a surprising turn of events (which will certainly be a huge disappointment to the leftist media and George Soros funded Black Lives Matter terrorist organization), the students are fighting back against a manufactured media event created to promote more cop hate and racial division in America.Well, this is interesting.MT  Spring Valley Walkout for fields today #bringbackfields #bringfieldsback pic.twitter.com/UamWKU6AXN  Oink Trotters (@OinkTrottters) October 30, 2015Students wore T-shirts that said  #BringBackFields  or  Free Fields. #BringBackFields   pic.twitter.com/6jbmEnuSrN  Mina Rena .   (@_cappex) October 30, 2015 He was a great guy,  student London Harrell told local WISTV.  He protected us and everything. He was our school resource officer. We always could depend on him and everything. Every time I saw him, he was always joking around with people. It was never like  Oh, I m about to body slam you. Principal Jeff Temoney said none of the students would be suspended if they returned to class. We ve heard your voices, okay,  Temoney said according to WISTV.  We appreciate you taking time to do this, but again, as you know, we always focus on teaching and learning, so let s head on back to class. pic.twitter.com/LJiGyAXDUs  John Cassibry (@JCass_12) October 30, 2015Principal Temoney released a statement several hours later about the walkout, which said students and staff were safe during the protest.Fields, who is white, was recorded on cell phone video using force on an African-American student during a school discipline incident. When shared on social media, the footage caused national outrage on the use of force in schools and by school resource officers. Fields was fired on Wednesday. Via: RTHere is how the original story was presented to the public:School officer uses force against black female student, slams her on floor (VIDEO) https://t.co/0bLck097Sw pic.twitter.com/6oFt3fluFH  RT America (@RT_America) October 27, 2015Here is how we responded when a student reluctantly shared their video with others which allowed the other side of the story to be told. Click HERE for the other side of the story.",politics,"Oct 31, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
CNBC DEBATE HACK Proves Allegiance To Democrat Party With This Tweet Celebrating Mass Murder,"By looking at the two Democrat presidential candidates left standing, most Americans would think their platform is primarily about the destruction of capitalism and gun control. The real truth however, is that the Democrat party knows without their unyielding support for the culture of death, they would cease to exist. The sickening truth is, they either support the killing of the most vulnerable or it s curtains for them. What does that say about how far our society has fallen when leftist TV hosts celebrate China s brutal  One Child  policy on Twitter?Quintanilla may not have been endorsing the one-child policy, but he didn t offer any overt or even implied criticism of it either. In fact, saying  it worked  sounds a lot like he is suggesting it was a success.The problem, of course, is that the one-child policy, which China converted to a two-child policy this week, was a brutal, harrowing invasion of the human rights of millions of families under the guise of national policy. Since 1979, an estimated 13 million women a year underwent abortions, many of them forced to do so by government officials. Another 200 million women were sterilized under the same policy.https://twitter.com/carlquintanilla/status/659734982915657728These practices mostly went unseen and unnoticed in the era before social media and digital cameras. In 2012, the world got to see the result of this policy on one young woman when her family members posted an image of her lying next to her dead baby after she d been forced to have an abortion.The young woman, Feng Jianmei, already had one child; so after she became pregnant again, family planning officials called her house to persuade her to have an abortion. When that failed, they showed up at her home and spent hours pressuring her for consent. Jianmei slipped out of the house but was followed by a group of 15 officials to her aunt s house. After briefly escaping and hiding under the bed of a relative, Jianmei was found by the government officials and was reportedly carried out by four men.Here is the horrible story about forced abortions in China and their victims:Meanwhile, family planning officials were negotiating with Jianmei s husband. At first they demanded $15,000, but then dropped the birth planning fee to around $5,000. In any case, it was more than he could raise. Finally, Jianmei was forced to give consent by having her thumbprint placed on a form and was injected with a drug that killed her baby. Her family posted this image, which went viral, of Jianmei with her dead daughter. For criticizing the government, government officials led a march denouncing her family as  traitors,  and her husband was beaten.And that nightmare is not the only kind of suffering caused by the policy. Those who dared to violate the policy had to keep their secret children out of sight of government officials. As the Washington Post reported last month, the consequences of getting caught were severe: It was terrifying if you had an over-quota child,  my father says now.  If the government knew, you would be in trouble. People would come to your house, remove all your grains and do anything they could to you. And sometimes, they d destroy your house. My mother recalls:  Even for a new house, they d get on the roof, rip it apart and bulldoze the entire house. We had to keep moving and hiding. It was really painful for us. We knew it wasn t a long-term solution. The one-child policy was a decades long campaign of forced abortion, extortion, sterilization, and terror that traumatized hundreds of millions of people. Saying  it worked  seems like an odd way to sum up such a policy. Via: Breitbart News",politics,"Oct 31, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"State Dept. Releases 7,000 Clinton E-mails But The White House Refuses To Release The Most Important Ones","The State Department released 7,000 Clinton e-mails today and plans to release a total of 55,000 but  Mr. Transparency  didn t! The most important communications from Benghazi are being kept from the American people until Obama s out of office in 2017. FLASHBACK VIDEO: Obama: Transparency and the rule of law will be the touchstones of this presidency. Via: FOX",politics,"Oct 30, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
WOW! Just When We Thought Obama’s Global Relationships Couldn’t Get Any Worse…Europe Threatens This…,"Weak leadership has repercussions The European Parliament on Thursday called for its member countries to grant fugitive former National Security Agency contractor Edward Snowden asylum as a whistleblower and  international human rights defender. Snowden, who leaked classified documents about government surveillance before going on the run, is now living in exile in Moscow. He has expressed interested in returning to the United States, which indicted him for espionage and unauthorized leaking in 2013. Snowden has said he was willing to serve some prison time.On Twitter, Snowden called Thursday s vote in Brussels, which urged European Union members to drop any criminal charges against him, as a  game-changer. He added,  This is not a blow against the U.S. Government, but an open hand extended by friends. It is a chance to move forward. This is not a blow against the US Government, but an open hand extended by friends. It is a chance to move forward. pic.twitter.com/fBs5H32wyD   Edward Snowden (@Snowden) October 29, 2015 The development raises the possibility that Snowden could settle somewhere in Europe, where his exposure of wiretapping by the United States and its allies has drawn widespread popular support.But the measure,which passed by a vote of 285-281, is only a recommendation; it is up to individual countries to decide whether to offer Snowden refuge.The Obama Administration responded by saying the vote did nothing to impact the pending case against Snowden. Our position has not changed,  Ned Price, spokesman for the National Security Council, said in a statement.  Mr. Snowden is accused of leaking classified information and faces felony charges here in the United States. As such, he should be returned to the U.S. as soon as possible, where he will be accorded full due process.  Via: NBC News",politics,"Oct 30, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
WATCH MSNBC “Objective” Host’s Loud Outburst When Latina Guest Says She “Feels At Home” In GOP,Somebody needs to make sure Chris Matthews doesn t miss his meds before the cameras start rolling ,politics,"Oct 30, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
TWITTER User Suggests “Climate Deniers” Should Be Shot,"The Left is all about gun control unless of course, they re talking about shooting someone who disagrees with phony man-made climate change Thought: in wartime, people deliberately spreading lies and misinformation get shot. Why not do the same with climate change deniers?  Daniel Rendall (@danielrendall) October 30, 2015h/t Weasel ZippersJust in case they remove this Tweet, we ve taken a screen shot here:",politics,"Oct 30, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"Watch Hillary Clinton Squirm When Voter Asks About E-Mails, Benghazi, Whitewater [Video]","This is great because Hillary Clinton is never asked questions like this one:  Um, you said earlier that you wanted to end corruption, but how can you do that after the Whitewater scandals, Benghazi and the deleted emails?  Hillary s response:  Well, I wish you d go back and read the history of 1990s, because clearly uh, there, there were unfortunately a lot of partisans who uh, thought that the best way to work uh, with my husband s administration was through attacks of all kinds all of which washed out. Soooo it was the  vast right-wing conspiracy ? That s a pretty pitiful answer  ",politics,"Oct 30, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
FERGUSON FLAMETHROWER COMES OUT OF HIDING: Slams FBI Director For Blaming “Ferguson Effect” On Rise In Crime,"Holder should be making his baseless remarks from behind bars but that s another story Retired Attorney General Eric Holder pushed back on statements made last week by FBI Director James Comey in which Comey suggested the so-called Ferguson effect might be responsible for a recent rise in crime in cities around the country.In a gathering with reporters Wednesday, Holder told the Huffington Post,  I don t agree with the comments that he s made about, or the connection he s drawn, between the so-called  Ferguson effect  and this rise in crime. The Ferguson effect is a name given to a recent spike in crime in some, but not all, American cities this year. The idea is that police have taken note of the public mood and decided to hold back on more aggressive policing.Eric Holder told the Huffington Post the factors involved in the crime surge would be difficult to tease out,  It s hard for us to understand why crime dropped to historic lows over the last 40 years. I think it s probably equally difficult or even more difficult to explain why crime has gone up in some places, violent crime has gone up in some places, over the past 12 months. But Holder then immediately discounted one possible explanation, saying,  But I don t think it s connected to the so-called Ferguson effect. The comments by Eric Holder are part of an ongoing war of words within the Obama administration, which escalated last Friday when FBI Director James Comey seemed to endorse the Ferguson effect as an explanation during an address at the University of Chicago Law School.After ticking off a list of possible explanations for the recent crime surge, Director Comey said,  I do have a strong sense that some part of the explanation is a chill wind that has blown through law enforcement over the last year. And that wind is surely changing behavior. Nobody says this on the record. Nobody says this in public,  Comey told his audience last Friday, adding that it was,  the one explanation that, to my mind, explains the calendar and the map.  He was referring to both the widespread increase in crime in cities across the country and the timing of that increase this year.Former AG Eric Holder rejected the idea that police were holding back because of the public mood Wednesday, telling the Huffington Post,  I frankly don t think police officers are laying down on the job.  Via: Breitbart News",politics,"Oct 30, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
Who do you think won the CNBC GOP Presidential Debate?,"Please help us determine who real grassroots conservatives think won the CNBC (Communist News By Commies) Debate:// <![CDATA[ (function(w,d,s,i){w.ldAdInit=w.ldAdInit||[];w.ldAdInit.push({slot:8161910969215591,size:[0, 0],id:""ld-5571-7652""});if(!d.getElementById(i)){var j=d.createElement(s),p=d.getElementsByTagName(s)[0];j.async=true;j.src=""//cdn2.lockerdome.com/_js/ajs.js"";j.id=i;p.parentNode.insertBefore(j,p);}})(window,document,""script"",""ld-ajs""); // ]]> ",politics,"Oct 29, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
