title,text,subject,date,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,label
HOOKERS FOR HILLARY: Why They’ve Got Her Back…[VIDEO],"It only seems fitting that an openly immoral group would attach their wagon to the wife of the most sexually deviant President to ever occupy the White House As Hillary gears up for the Nevada caucus, her supporters are drumming up support in a bid to avoid another crushing defeat by Bernie Sanders.This includes one, not-so conventional group who have had her back since she announced her candidacy back on April 12.Hookers for Hillary are back out on the road in a bid to help the Democratic candidate to a much-needed victory.The group of prostitutes work at the legal brothel, the Moonlite Bunny Ranch near Carson City, which is owned by Dennis Hof, who made headlines after Lamar Odom was found unconscious in one of his establishments last year.The campaign was his idea, and his employees have his backing. Entice Love, a 26-year-old mother of two from Sacramento, who works at the ranch told The Guardian:  I m for Hillary because she s cracking down on domestic violence.Many of them chose their profession, which is illegal in the other 49 U.S. states, to get health insurance for themselves and their families.Some suffer health problems that require expensive medication. Taylor Lee, a 26-year-old from Houston, told The Guardian her job at the Moonlite Ranch helped her keep up with payments for epilepsy pills   which cost $10 a piece.However she admitted she was pushed to vote for Hillary, but will be caucusing for rival Sanders. Via: Daily MailIf Hillary gets in, does that mean everyone in Las Vegas gets free health care, free school and free sex? Sounds like it could be a suitable retirement choice for Bill . ",left-news,"Feb 16, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
DISTURBING TRUTH ABOUT How The UN Decides Which Muslim “REFUGEES” Will Be Your New Neighbor [VIDEO],"Every American should know the corrupt UN has been, and will continue to be, the one organization who decides which Muslim  refugees  will be flooding your hometown Who picks the Syrian refugees that resettle in the U.S.? Homeland Security? No, the United Nations, in concert with a global Islamist group. And they re sending  more than 15,000,  not the widely reported 10,000.In fact, Washington has no role in selecting the thousands of Syrian refugees coming to your hometown. The U.N. High Commissioner for Refugees is really behind the effort, and he s referred an additional 5,000-plus Syrian nationals here.A new State Department report reveals that the U.S. already has accepted at least 15,000 Syrian refugee referrals from the UNHCR. The United States is one of 28 countries that have agreed to accept referrals from UNHCR as part of its ambitious international effort to secure permanent or temporary resettlement for 130,000 Syrian refugees by the end of 2016,  the State Department said in  Proposed Refugee Admissions for Fiscal Year 2016. As of mid-2015, UNHCR has referred more than 15,000 Syrian refugees to the United States,  the 71-page report adds.  And these individuals are being screened to determine whether they are eligible. Of course, that security screening is a joke, as the FBI director and his top counterterrorism aide, as well as the Homeland Security and National Intelligence chiefs, have all testified.State notes in its report that security checks include  biographic name checks for all refugee applicants and biometric (fingerprint) checks for refugee applicants.  Only Syria is a failed state, and there are no fingerprint databases to check applicants against.The Islamic State has publicly vowed to use the refugee program to invade Europe and America, and allegedly has already infiltrated some 4,000  warriors  among the flood of Syrian refugees.The Obama administration insists that it will catch any terrorist infiltrators through its interviewing process.But, the State Department report said,  In some countries, such as Syria, Yemen and Eritrea, Department of Homeland Security adjudicators have been unable to travel to interview applicants for several years. That s not all. The UNHCR is working  hand in hand  with an international Islamist group of 57 Muslim nations   the Organization of Islamic Cooperation   whose founding charter seeks to propagate  legitimate jihad  and  the norms of Islamic Shari ah.  Saudi-based OIC, in fact, is tied to the radical Muslim Brotherhood. We are delighted to work   with the OIC,  said U.N. High Commissioner for Refugees Antonio Guterres.So it s really the U.N. and radical Islamists who are choosing your new Muslim neighbors.While the U.N. calls its project  refugee resettlement,  the Islamists call it  hijra,  or immigration jihad. Via: IBD",left-news,"Feb 16, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
LOCAL SHERIFF Escorting School Kids Not Allowed To Bring Gun Into Theater,"Because shootings never happen in a gun-free theaters right?  A local sheriff s deputy escorting a group of fifth-grade students on a field trip to the Fox Theater in Atlanta said he was told to stand outside because he was carrying his service weapon, reports WSB-TV.Monday, Sergeant Jack Gilroy was assigned to escort 60 fifth-grade students and their teachers from Stark Elementary School to the Fox Theater for a field trip.Butts County Sheriff Gary Long said it s standard procedure for an on-duty deputy to escort kids on all sporting events and field trips.  It gives a sense of security to parents at work or home,  Long said.Gilroy said a Fox Theater security officer asked him to leave the building or store his service weapon in his vehicle. How would the owner of the Fox explain if a shooting happened and here s a Butts County deputy sitting inside the theater without a weapon?  Long said.Gilroy decided to keep his weapon and stand outside the theater for nearly three hours.A Fox Theater spokesperson told Channel 2 Action News their policy allows on-duty, uniformed law enforcers to enter the theater with their weapon. They released a statement that said,  We plan to review our policies with the staff to ensure that procedures are clear moving forward. Gilroy said the security company called him to apologize.Via: Police Magazine",left-news,"Feb 15, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
HERE WE GO AGAIN…GRAMMY AWARDS UNDER FIRE For Not Honoring Enough Dead Black People,"All of a sudden #BlackDeathsMatter Could the Grammy Awards have their own race problem? The show is coming under huge pressure to diversify its all-white tribute lineup and honor the late Maurice White.During Monday s telecast, Lady Gaga will perform an eight-minute David Bowie tribute, Jackson Browne will honor Glenn Frey and Alice Cooper and Johnny Depp are expected to perform a tribute for Lemmy from Mot rhead.But industry insiders are griping that White, of the band Earth, Wind & Fire, and Natalie Cole have been banished to a video tribute package with others who died in the past year. Over the last week or so, since Maurice White passed away, there has been back and forth with the producers and the academy about some kind of representation of him during the show. The tributes they ve confirmed are all white. As of yesterday, there was no tribute at all for Maurice because Grammy producers said they didn t have time,  one insider told us.Meanwhile, another source close to the Grammys said they re still trying to figure out how to add more diversity to the lineup. Maurice White and the group he founded had unprecedented impact on pop culture. After a lot of pressure, producers are trying to figure out how to properly pay tribute to him. It s still in limbo,  said the insider.To make matters worse, Run-DMC will receive a lifetime achievement award   but it won t be televised.  People are afraid to speak on it because it s the Grammys. But there s a history of them not acknowledging black artists,  the first source added.Even though rapper Kendrick Lamar leads the Grammy nominations with 11 nods, the show still faces accusations of not doing a good enough job of honoring artists of color. Billboard recently reported in a  Confessions of a Grammy Voter  piece,  The voting bloc is still too white, too old and too male . . . the voters are becoming more diverse in terms of minorities, females and younger ages   but there s still a long way to go. Grammy reps didn t get back to us by press time. Via: NYP",left-news,"Feb 15, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
U.S. DEPARTMENT OF EDUCATION: Teachers Should Incorporate Islam In More Subjects,"Does anyone in recent history remember the US Department of Education asking educators to place more emphasis on Christianity or Judaism in their curriculums? Yeah neither do we As parents across the country storm school board meetings over a perceived overemphasis on Islam in the curriculum, bureaucrats in Washington, D.C. are suggesting ways teachers can focus more on the religion.A recent blog posted to Home Room,  The official blog of the U.S. Department of Education,  points out that terrorist attacks in Paris and California sparked anti-Muslim incidents in schools and other places.Muslim students, and those perceived to be Muslim, could be bullied, and the government wants teachers to know how to  create an anti-bias learning environment  by focusing specifically on those students and their faith. This means incorporating the experiences, perspective and words of Muslim people into the curriculum through social studies and current events instruction, children s literature, in order to learn about different cultures,  the blog reads. When you teach about world religions, be sure to include Islam.   It s also important to be aware that some Muslim students may feel relieved and comfortable discussing these issues in class and others may feel nervous, scared or angry to be talking about a topic so close to home. The education experts   authors Jinnie Spiegler, director of curriculum with the Anti-Defamation League, and Sarah Sisaye of the Education Department s Office of Safe and Healthy Students   suggest that teachers pick controversial current events  ripe with examples of bias and injustice  to highlight anti-Muslim discrimination, and to  discuss what actions (students) could take to make a difference. Teachers should also take it upon themselves to spread awareness about  Muslim cultural traditions  by encouraging events like Hijab days, when female students wear the Islamic religious scarf donned by their Muslim classmates. The education experts provided a link to a YouTube video of an event at Vernon Hills High School in December as an example.Meanwhile, in places like Tennessee, state officials are reviewing curriculum early amid a barrage of complaints about questionable lessons on Islam in middle school history courses. Parents have highlighted lessons that required students to read, write and recite the Islamic conversion prayer; and pointed out the disproportionate amount of time students spend studying Islam versus other religions.Parents have also questioned the accuracy of texts that suggest Christians and Muslims worship the same God and that Islam is a  religion of peace,  EAGnews reports. A lot of the things we hear about Muhammad and a lot of the warfare that was waged is very much sugar coated,  Williamson County School Board member Susan Curlee said at a December town hall. My concern is, are we going to be asking students on a test to potentially compromise their faith for the sake of a grade?  she questioned.Also in December, parents in Greenville, Virginia raised objections to a world geography lesson at Riverheads High School that tasked students with copying the Islamic conversion prayer in Arabic, by hand. The intent, according to the lesson, is to  give you an idea of the artistic complexity of calligraphy,  The Shilling Show reports.The lesson doesn t appear to explain what the shahada or  Islamic statement of faith  is exactly    There is no god but Allah, and Muhammad is the messenger of Allah    but it does discuss the inspiring beauty of the Koran.And it s those types of lessons that are sparking a backlash from parents across the country, from lawsuits in Maryland to proposed legislation in Tennessee, centered on what many view as Muslim  indoctrination  through curriculum.A bias toward Islam is one of the reasons Tyler County Board of Education President Bonnie Henthorn decided to homeschool her children, rather than allow them continue in public schools, the Charleston Gazette-Mail reports.And while the Education Department blog stresses the importance of creating classrooms that are  free from discrimination and harassment based on protected traits   including religion,  it offers no suggestions for teachers struggling to explain to parents why government approved texts and associated lessons focus more on Islam than other religions. Via: EAG News",left-news,"Feb 15, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
ENTITLED “REFUGEES” Taken To Flats In German Town…REFUSED To Get Off Bus…Said They Were Promised A House,"Wow! It s hard to believe the German government could be so cruel. Sounds like a clear cut case of racism or something like that There was an uproar yesterday at the Wasserfahrt in Kl tze, Germany, as a minibus from the Altmark district passed by the new number 18 block of flats.Both of the caretakers of the emergency accommodation in Salzwedel brought a total of six people from Afghanistan, a couple with two children and the brother with his wife. They were to have temporary accommodation in Kl tze. But the Afghans refused to get off the bus. They just sat there. The reason: in the reception centre where they were housed during their flight, they had been promised a house. They insisted on this and refused to move into the home in the new block of flats.The two local council employees had no choice but to close the minibus doors and drive with both families back to Salzwedel. There the Afghans were housed once again in the sports hall at the Kollwitz school. In the afternoon, two interpreters tried to discuss the matter with the four adults and two children and explained the alternatives: Kl tze or the emergency accommodation. Via: az-online",left-news,"Feb 14, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
NIGHTMARE SCENARIO: FOX NEWS Reports Obama Can Appoint Supreme Court Justice On Jan 3rd…Could This Be His Final ‘SCREW YOU AMERICA’ Act?,"Pray for our nation FOX News reported this afternoon that Barack Obama can appoint a left-wing Supreme Court Justice after the Republican Senate adjourns on January 3, 2016.Obama will then have 17 days to nominate a far left justice to the Supreme Court.11 of 12 previous recess appointments were approved by the senate.This came up in discussion after news broke that conservative Justice Antonin Scalia was found dead today.This would be his last  eff-you  to the American people before he leaves office.God help us.WATCH:https://youtu.be/4IQsJjJC5_kVia: Gateway Pundit ",left-news,"Feb 13, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
"ONLY HOURS AFTER DEATH Of Supreme Court Justice Scalia, Democrats Demand Obama Chooses His Replacement","The US Supreme Court is set to decide the first major abortion case in nearly 10 years as well as critical decisions on immigration, affirmative action and voting rights. Will the Republican party have the spine to stand up to these reprobates and demand that we wait until after the election to appoint a new US Supreme Court Justice?  Senate Majority Leader Mitch McConnell said Saturday that the Senate should wait until a new president is elected to confirm a replacement for Justice Antonin Scalia, whose sudden death Saturday shook Washington and threatened to reshape the 2016 presidential race.Democrats said that with 11 months left in Mr. Obama s tenure, the Senate has enough time   and indeed an obligation   to confirm a replacement. The American people  should have a voice in the selection of their next Supreme Court Justice. Therefore, this vacancy should not be filled until we have a new president,  the Kentucky Republican said in a statement.News of Scalia s death was just hours old before the debate heated up.With the court now divided between four Republican-appointed justices and four Democratic picks, Mr. Obama would have a chance to tilt the bench decidedly to the left, and liberal lawmakers said he should have that chance.Via: Washington Times",left-news,"Feb 13, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
UNHINGED LEFTIST Apologizes To “Refugees” Who Gang Raped Her,"Why stop there? Using liberal logic, shouldn t the 3 year old girl who was raped at a refugee center apologize as well? What about the 10 year old boy who was repeatedly raped while cops in Sweden ran away?  What about the 72 year old woman who was anally raped by a rapefugee in Germany? What about the mass number of women and young girls who were raped and sexually assaulted on New Years Eve in Germany? Are these rapists owed an apology from their victims as well? Progressives are showing their true colors and the world is getting a glimpse into the results of a  religion  that has been allowed to dictate laws and socially acceptable behavior for decades A 24-year-old spokeswoman for the  Linksjugend Solid  (Left-wing Youth Solid) was raped by three refugees on January 27, 2016.Here is the original report of the crime published by the police:In the evening of 27 January, a 24-year-old woman filed a complaint with the police. She said that on Tuesday night she was the victim of a sexual crime in a car park in the Oststadt district. The detailed circumstances of the crime require further investigation that will be carried out by the Mannheim Criminal Police Section of the Heidelberg Criminal Police Management.The rape victim recently posted this on her Facebook page:Dear male refugees,  I am so sorry! Almost a year ago I saw the hell from which you have fled. I was not directly in the heart of it, but I visited the people in the refugee camp in southern Kurdistan. I saw old grandmothers who had to take care of too many children without parents. I saw the eyes of these children. Some had not lost their light. But I also saw children whose gaze was empty and traumatising. I showed Arabic characters to around 20 Yazidi children in their maths class and still remember how a small girl started crying only because a chair fell. I have had a taste of the hell from which you fled. I didn t see what happened there and didn t experience the challenging journey you had to make. I am glad and happy that you managed to get here. That you were able to leave IS and its war behind and did not drown in the Mediterranean. But I am afraid you are not safe here. Burning asylum homes, daily attacks on refugees and a brown [tn: used in German as a synonym for Nazi] mob running through the streets. I have always fought against the fact that that s how it is here. I wanted an open, friendly Europe. One in which I d be happy to live and where we would both be safe. Sorry.  I am so unbelievably sorry for both of us. You, you are not safe, because we live in a racist society. I, I am not safe because we live in a sexist society. But what I am most sorry about is that the circumstances of the sexist and excessive actions that were done to me will only contribute to the increasing and ever more aggressive racism to which you are exposed. I promise you I will scream. I will not allow it to go on happening. I will not look on and do nothing and let it happen when racists and concerned citizens say you are the problem.  You are not the problem. You are actually not any problem. You are mostly wonderful people, who have earned the right as much as anyone else to be safe and free. That you for being who you are   and it s great that you are here.After a hostile reaction, the Facebook post was apparently deleted. A screenshot of the post however was captured, and can be seen below. Her name on the post appears as Selin G. which sounds non-German, so she is probably of Turkish (perhaps Kurdish origin).",left-news,"Feb 13, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
EMAILS SHOW OBAMA’S EPA Planned To Let Flint Residents Drink Poison Water Until 2016,"It s fascinating that even before any facts related to the Flint water crisis were available, the Hollywood liberal elite and Leftist s across America were calling for the head of Michigan s Republican Governor. Now that the evidence is overwhelmingly pointing to a corrupt and incompetent EPA along with incompetent Democrat public officials in Flint, MI., will the media start correctly placing the blame where it belongs? WATCH big mouth activist Michael Moore attempting to inject his rancor into the Flint water crisis, as a way to draw attention to himself and place blame on Republican Governor Rick Snyder instead of the actual culprit, the incompetent EPA:Four months after being notified about high lead levels in a Flint home, the Environmental Protection Agency was prepared to let the city continue giving lead-contaminated water to customers until at least 2016, emails released Friday show.Jennifer Crooks, the Michigan program manager for the EPA s Drinking Water State Revolving Fund, sent out an agenda on June 8, 2015, for a planned call with Michigan Department of Environmental Quality officials.In that email, Crooks said it was known that Flint had not been adding any corrosion-control chemicals to its water to prevent lead from leaching from the pipes into drinking water since April 2014. She said the city was in its second six-month testing period.It didn t make sense for the city to start a corrosion control program in June 2015, Crooks wrote. Since Flint has lead service lines, we understand some citizen-requested lead sampling is exceeding the Action Level, and the source of drinking water will be changing again in 2016, so to start a Corrosion Control Study now doesn t make sense,  Crooks wrote. The idea to ask Flint to simply add phosphate may be premature; there are many other issues and factors that must be taken into account which would require a comprehensive look at the water quality and the system before any treatment recommendations can/should be made. The email was sent almost four months after EPA researcher Miguel Del Toral was made aware of high lead in Flint s water.Via: Washington Examiner ",left-news,"Feb 13, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
